question,category,ground_truth_answer,source_doc_id,source_context
Siapa yang bertindak sebagai Pengarah dalam Tim Pelaksana Pembangunan Zona Integritas di Kampus UPI Tasikmalaya Tahun 2026?,procedural,"Prof. Dr. Heri Yusuf Muslihin, M.Pd",aa741667-f5e3-4682-9007-5c0223209417,"Pengarah
: Prof. Dr. Heri Yusuf Muslihin, M.Pd"
"Bagaimana cara calon mahasiswa yang dinyatakan lulus seleksi pada Keputusan Rektor Nomor 2512/UN40/TM.00.07/2025 untuk melihat syarat, prosedur, dan jadwal registrasi ulang?",procedural,"Syarat penerimaan, ketentuan, prosedur dan jadwal registrasi (daftar ulang) bagi peserta yang dinyatakan lulus seleksi dapat dilihat/diakses pada laman https://pmb.upi.edu.",7531b845-d6d4-42a9-a882-aaad2bba939b,"Syarat penerimaan, ketentuan, prosedur dan jadwal registrasi (daftar ulang) bagi peserta yang dinyatakan lulus seleksi sebagaimana dimaksud dalam Diktum KESATU dapat dilihat/diakses pada laman https://pmb.upi.edu."
Apa langkah pertama yang harus dilakukan oleh Dekan FPEB sebelum Rektor menerbitkan SK tentang Ketua Kajian Bidang Kurikulum Program Studi Manajemen?,procedural,Dekan FPEB mengirimkan Surat Permohonan Pembuatan SK Rektor.,807815f7-5c18-4288-bc52-36ccc9e7a0a2,"a. bahwa sesuai dengan Surat Dekan FPEB Nomor B-14533/UN40.A7/PK.01.02/2025 tanggal 14 November 2025 hal Permohonan Pembuatan SK Rektor, perlu menetapkan Keputusan Rektor dimaksud;"
Apa dasar hukum pertama yang menjadi landasan prosedur penetapan Keputusan Rektor ini?,procedural,Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi.,7e7b0fdf-0d46-47ba-966f-a19f4bb7cd59,"1. Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi (Lembaran Negara Republik Indonesia Tahun 2012 Nomor 158, Tambahan Lembaran Negara Republik Indonesia Nomor 5336);"
Bagaimana prosedur pengangkatan Pengurus Unit Kegiatan Mahasiswa Perisai Diri Universitas Pendidikan Indonesia Tahun 2026 berdasarkan keputusan ini?,procedural,Rektor mengangkat Pengurus Unit Kegiatan Mahasiswa Perisai Diri Universitas Pendidikan Indonesia Tahun 2026 sebagaimana tercantum dalam Lampiran Keputusan Rektor ini.,ee3bfa20-41ee-435a-9a9b-87939db98474,"KESATU | Mengangkat Pengurus Unit Kegiatan Mahasiswa Perisai Diri Universitas Pendidikan Indonesia Tahun 2026, sebagaimana tercantum dalam Lampiran Keputusan Rektor ini."
"Peraturan Rektor UPI yang mana yang menjadi dasar perubahan kedua ini, dan peraturan apa yang sebelumnya telah mengubah peraturan dasar tersebut?",multi-hop,Peraturan dasar yang diubah adalah Peraturan Rektor Nomor 4684/UN40/KU/2015. Peraturan yang sebelumnya telah mengubah peraturan dasar tersebut adalah Peraturan Rektor Nomor 0510/UN40/KU/2017.,083bfe9c-9266-48a2-81b3-e867a6b60339,"b. bahwa besaran gaji pokok Pegawai Tetap di lingkungan UPI sebagaimana tercantum dalam Lampiran Peraturan Rektor Nomor 4684/UN40/KU/2015 tentang Penyesuaian Gaji Pokok Pegawai Tidak Tetap di lingkungan Universitas Pendidikan Indonesia sebagaimana telah diubah dengan Peraturan Rektor Nomor 0510/UN40/KU/2017 tentang Perubahan Atas Peraturan Rektor Nomor 4684/UN40/KU/2015 tentang Penyesuaian Gaji Pokok Pegawai Tidak Tetap di lingkungan Universitas Pendidikan Indonesia, dipandang perlu dilakukan perubahan Lampiran tentang Daftar Gaji Pokok Pegawai Tidak Tetap UPI;
c. bahwa berdasarkan pertimbangan sebagaimana dimaksud dalam huruf a dan huruf b, perlu menetapkan Peraturan Rektor Universitas Pendidikan Indonesia tentang Perubahan Kedua Atas Peraturan Rektor Nomor 4684/UN40/KU/2015 tentang Penyesuaian Gaji Pokok Pegawai Tidak Tetap di lingkungan Universitas Pendidikan Indonesia;"
Bagaimana prosedur penetapan Dosen Praktisi pada Program Studi Ilmu Ekonomi dan Keuangan Islam FPEB UPI Semester Genap 2025/2026 berdasarkan keputusan rektor ini?,procedural,"Prosedurnya adalah Rektor menetapkan Keputusan Rektor tentang Dosen Praktisi, kemudian mengangkat Dosen Praktisi sebagaimana tercantum dalam Lampiran Keputusan Rektor, membebankan biaya kegiatan pada RKAT FPEB UPI Tahun Anggaran 2026, dan keputusan mulai berlaku pada tanggal ditetapkan serta berlaku surut sejak Semester Genap Tahun Akademik 2025/2026.",5d26454c-68c6-4916-9010-577a870391ef,"| Menetapkan | KEPUTUSAN REKTOR TENTANG DOSEN PRAKTISI PADA PROGRAM STUDI ILMU EKONOMI DAN KEUANGAN ISLAM FAKULTAS PENDIDIKAN EKONOMI DAN BISNIS UNIVERSITAS PENDIDIKAN INDONESIA SEMESTER GENAP TAHUN AKADEMIK 2025/2026. |
| --- | --- |
| KESATU | Mengangkat Dosen Praktisi pada Program Studi Ilmu Ekonomi dan Keuangan Islam Fakultas Pendidikan Ekonomi dan Bisnis Universitas Pendidikan Indonesia Semester Genap Tahun Akademik 2025/2026, sebagaimana tercantum dalam Lampiran Keputusan Rektor ini. |
| KEDUA | Membebankan biaya kegiatan sebagaimana dimaksud pada diktum KESATU pada RKAT FPEB UPI Tahun Anggaran 2026. |
| KETIGA | Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan, dan berlaku surut Sejak Semester Genap Tahun Akademik 2025/2026. |"
Bagaimana bentuk penyusunan Pedoman Penyusunan dan Implementasi RKAT UPI Tahun 2022 berdasarkan Peraturan Rektor ini?,procedural,Pedoman Penyusunan dan Implementasi RKAT disusun dalam bentuk buku.,4eca5d80-096e-4c8e-a02d-8417b0542f6f,(2) Pedoman Penyusunan dan Implementasi RKAT sebagaimana dimaksud pada ayat ( 1) disusun dalam bentuk buku.
Apa tujuan penugasan pegawai UPI ke instansi lain dan bagaimana peraturan baru ini mendukung tujuan tersebut secara administratif?,multi-hop,Tujuannya adalah untuk pengembangan karier pegawai dalam melaksanakan tugas jabatan untuk jangka waktu tertentu. Peraturan baru ini mendukungnya dengan melakukan penataan ulang administrasi untuk menjaga ketertiban pelaporan.,b64f160b-635b-4db5-9184-f37b81d62d23,"Menjelaskan bahwa penugasan pegawai (dosen/tenaga kependidikan) ke instansi pemerintah atau swasta merupakan salah satu cara untuk mengembangkan karier mereka. Penugasan ini dilakukan untuk melaksanakan tugas jabatan dalam jangka waktu tertentu.
Mengemukakan bahwa untuk menjaga ketertiban administrasi, diperlukan penataan ulang terhadap pegawai yang melakukan penugasan, mengingat kompleksitas dan potensi kekacauan dalam pelaporan."
Dari mana sumber pembiayaan untuk kegiatan Tim Kerja Penelusuran Sertifikat Tanah Budi Luhur dan Cimencrang Universitas Pendidikan Indonesia Tahun 2026?,procedural,Pembiayaan kegiatan sebagaimana dimaksud pada diktum KESATU Keputusan ini dibebankan pada RKAT Universitas Pendidikan Indonesia Tahun 2026.,a2f93cd1-4778-400a-b47b-9a7b09d4cc79,: Pembiayaan kegiatan sebagaimana dimaksud pada diktum KESATU Keputusan ini dibebankan pada RKAT Universitas Pendidikan Indonesia Tahun 2026.
Bagaimana prosedur penetapan biaya kegiatan pengelolaan Jurnal Pendidikan Akuntansi dan Keuangan serta Fineteach berdasarkan keputusan rektor ini?,procedural,Biaya kegiatan dibebankan pada RKAT Fakultas Pendidikan Ekonomi dan Bisnis Universitas Pendidikan Indonesia Tahun Anggaran 2025.,1d8b9c47-59e2-4cac-91a8-c2c8c6cd9ecf,"KEDUA : Biaya kegiatan sebagaimana dimaksud pada diktum KESATU, dibebankan pada RKAT Fakultas Pendidikan Ekonomi dan Bisnis Universitas Pendidikan Indonesia Tahun Anggaran 2025."
"Apa langkah pertama yang dilakukan Rektor dalam tata cara pemilihan Kepala Biro, Direktur Direktorat, dan Wakil Dekan Bidang Akademik dan Kemahasiswaan di UPI?",procedural,Rektor membentuk Panitia dan Tim Uji.,dd522d08-f9b7-4c73-b5fb-4df7ab1acc00,a. Rektor membentuk Panitia dan Tim Uj i;
Berdasarkan pertimbangan apa Rektor UPI menerbitkan keputusan tentang calon mahasiswa internasional program degree kerja sama dengan Hefei Parida Education Technology Limited Company?,multi-hop,"Pertimbangannya adalah untuk menyediakan kesempatan melanjutkan pendidikan bagi calon mahasiswa internasional berkemampuan guna membantu perkembangan potensi mereka secara optimal, serta adanya Surat Direktur Direktorat Pendidikan Nomor B-985/UN40.F1/TM.01.03/2026 tanggal 11 Februari 2026 perihal Permohonan Penerbitan Keputusan Rektor.",1eff9d15-33c0-48e3-a3ee-5011b8b99e28,"Menimbang : a. bahwa kesempatan untuk melanjutkan pendidikan di perguruan tinggi bagi calon mahasiswa internasional berkemampuan perlu disediakan oleh Universitas Pendidikan Indonesia untuk membantu perkembangan potensi para calon mahasiswa secara optimal;

b. bahwa sesuai dengan Surat Direktur Direktorat Pendidikan Nomor B- 985/UN40.F1/TM.01.03/2026 tanggal 11 Februari 2026 hal Permohonan Penerbitan Keputusan Rektor, perlu menetapkan Keputusan Rektor dimaksud;

c. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a dan huruf b, perlu menetapkan Keputusan Rektor tentang Calon Mahasiswa Internasional Program Degree Kerja Sama dengan Hefei Parida Education Technology Limited Company di Lingkungan Universitas Pendidikan Indonesia Semester Genap Tahun Akademik 2025/2026;"
"Siapa saja anggota Bidang Keuangan yang bertanggung jawab langsung kepada Wakil Rektor Bidang Keuangan, Sarana Prasarana dan Sumber Daya Manusia dalam kepanitiaan SNBP 2025/2026?",multi-hop,"Prof. Dr. Ikin Solikin, S.E., M.Si.; Agus Heri Agung, S.Pd., M.T; Wimpi Dwi Yunarto, A.Md.; Saripudin Noor, S.E.; Heri Risdiyanto, S.Sos.; dan Dinar Oktora, A.Md.",92989d27-e7b2-4596-8e22-5d335d9703d8,"| 3. | Penanggung Jawab Keuangan | Wakil Rektor Bidang Bidang Keuangan, Sarana Prasarana dan Sumber Daya Manusia |
| 4. | Anggota Bidang Keuangan | 1. Prof. Dr. Ikin Solikin, S.E., M.Si.<br>2. Agus Heri Agung, S.Pd., M.T<br>3. Wimpi Dwi Yunarto, A.Md.<br>4. Saripudin Noor, S.E.<br>5. Heri Risdiyanto, S.Sos.<br>6. Dinar Oktora, A.Md. |"
"Siapa yang mengajukan permohonan penerbitan SK Panitia untuk seminar internasional yang akan diselenggarakan oleh Program Studi PJKR, dan kapan surat permohonan tersebut dikeluarkan?",multi-hop,Surat permohonan diajukan oleh Dekan Fakultas Pendidikan Olahraga dan Kesehatan (disebut juga Fakultas Pendidikan Olahraga dan Pendidikan) dan dikeluarkan pada tanggal 21 April 2026.,5ede4407-48e2-49f2-9bb0-ffb5fb487b5f,"Menimbang : a. bahwa sehubungan dengan akan dilaksanakannya The 6th International Seminar of Physical Education, Sport, and Health Tahun 2026 oleh Program Studi PJKR FPOK UPI, perlu mengangkat panitia dimaksud;
b. bahwa sesuai dengan Surat Dekan Fakultas Pendidikan Olahraga dan Pendidikan Universitas Pendidikan Indonesia Nomor B-2022/UN40.A6/KP.07.07/2026 tanggal 21 April 2026 hal Permohonan Penerbitan Surat Keputusan Panitia The 6th International Seminar of Physical Education, Sport, and Health (6th ISPESH) Tahun 2026, perlu menetapkan Keputusan Rektor dimaksud;"
Siapa saja yang menjabat sebagai Senior Editor dan dari mana sumber biaya kegiatan pengelolaan jurnal tersebut?,multi-hop,"Senior Editor adalah Lukman Hakim, S.Pd., M.Pd. dan Dr. Mahardhika Zifana, M.Hum. Biaya kegiatan dibebankan pada RKAT Balai Bahasa Universitas Pendidikan Indonesia Tahun Anggaran 2025.",1790fcd5-4e57-4f55-9d90-c2b00ebbe61c,"Senior Editor :
1. Lukman Hakim, S.Pd., M.Pd.
2. Dr. Mahardhika Zifana, M.Hum.

KEDUA: Biaya kegiatan sebagaimana dimaksud pada diktum KESATU, dibebankan pada RKAT Balai Bahasa Universitas Pendidikan Indonesia Tahun Anggaran 2025."
Apa yang mendasari perlunya penerbitan Peraturan Rektor Nomor 0118/UN40/HK/2015 terkait dengan perubahan struktur organisasi dan kelengkapan administrasi di UPI?,multi-hop,"Penerbitan peraturan ini didasari oleh pembukaan Fakultas Pendidikan Seni dan Desain (FPSD) berdasarkan Peraturan Rektor Nomor 5715/UN40/HK/2014 yang memerlukan kode naskah dinas, serta belum diaturnya kode naskah untuk Program Studi Pendidikan Sosiologi di FP-IPS dalam Peraturan Rektor Nomor 3513/UN40/HK/2013.",1896de23-53e7-428a-89f2-d0e22265f8c8,"a. Berdasarkan Peraturan Rektor Nomor 5715/UN40/HK/2014, UPI membuka Fakultas Pendidikan Seni dan Desain (FPSD).
b. FPSD perlu memiliki Kode Naskah Dinas/Surat untuk memastikan kelancaran proses administrasi di lingkungan UPI.
c. Kode naskah untuk Program Studi Pendidikan Sosiologi di Fakultas Pendidikan Ilmu Pengetahuan Sosial (FP-IPS) belum diatur dalam peraturan sebelumnya (Nomor 3513/UN40/HK/2013).
d. Berdasarkan pertimbangan a, b, dan c, perlu diterbitkan peraturan ini sebagai perubahan atas peraturan sebelumnya."
"Apa nama mahasiswa yang dibimbing oleh Dr Muhamad Arief Ramdhany, S.Pd., S.S., M.Pd. dan apa jenjang pendidikan yang ditempuh mahasiswa tersebut?",multi-hop,Mahasiswa yang dibimbing adalah Yangiboeva Diyorakhon Shavkat Kizi dan jenjang pendidikannya adalah Magister Manajemen.,56e7f984-76c3-4110-b2d4-bf1c0b2f7155,"| 3 | 2216413 | Yangiboeva Diyorakhon Shavkat Kizi | Magister Manajemen | Dr Muhamad Arief Ramdhany, S.Pd., S.S., M.Pd. |"
Apa dasar hukum yang melatarbelakangi perubahan kedua atas Keputusan Rektor Nomor 426/UN40/PL.05.05/2026 tentang Penghapusan Kendaraan Dinas Barang Milik Universitas Pendidikan Indonesia Tahun 2026?,multi-hop,Adanya kesalahan dalam Lampiran Keputusan Rektor Nomor 640/UN40/PL.05.05/2026 tentang Perubahan Atas Keputusan Rektor Nomor 426/UN40/PL.05.05/2026.,931e4145-dd02-42de-b129-a89cda37b875,"a. bahwa masih adanya kesalahan dalam Lampiran Keputusan Rektor Nomor 640/UN40/PL.05.05/2026 tentang Perubahan Atas Keputusan Rektor Nomor 426/UN40/PL.05.05/2026 tentang Penghapusan Kendaraan Dinas Barang Milik Universitas Pendidikan Indonesia Tahun 2026, perlu mengubah kembali lampiran Keputusan Keputusan Rektor Nomor 426/UN40/PL.05.05/2026 dimaksud;

b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, perlu menetapkan Keputusan Rektor tentang Perubahan Kedua Atas Keputusan Rektor Nomor 426/UN40/PL.05.05/2026 tentang Penghapusan Kendaraan Dinas Barang Milik Universitas Pendidikan Indonesia Tahun 2026;"
"Siapa yang menetapkan penerima hibah tahap ketiga program Enhancing Quality Education for International University Impacts and Recognition the Impact Rankings UPI Tahun 2026, dan dari mana sumber pembiayaannya?",multi-hop,"Rektor Universitas Pendidikan Indonesia menetapkan penerima hibah, dan biaya kegiatan dibebankan pada RKAT Lembaga Pengelola Dana Pendidikan Tahun Anggaran 2026.",06099d0f-e635-4135-89e8-c95f302a378a,"Menetapkan Penerima Hibah Tahap Ketiga Program Enhancing Quality Education for International University Impacts and Recognition the Impact Rankings Universitas Pendidikan Indonesia Tahun 2026, sebagaimana tercantum dalam Lampiran Keputusan Rektor ini. Biaya kegiatan sebagaimana dimaksud pada diktum KESATU dibebankan pada RKAT Lembaga Pengelola Dana Pendidikan Tahun Anggaran 2026."
Siapa rektor yang menandatangani keputusan pengangkatan operator SIMKERMA dan berapa jumlah operator yang berasal dari Kampus UPI di daerah (non-kampus utama Bumi Siliwangi)?,multi-hop,"Rektor yang menandatangani adalah M. Solehuddin. Jumlah operator dari Kampus UPI di daerah adalah 5 orang, yaitu dari Kampus UPI di Cibiru, Purwakarta, Serang, Sumedang, dan Tasikmalaya.",808fe960-ef66-4c7b-be35-8983ca685e63,"REKTOR,
**M. SOLEHUDDIN**

| 11 | Ridha Purba, S.H | 920241019860326101 | Kampus UPI di Cibiru |
| 12 | Zulfa Nur Anisa | 920241019970827201 | Kampus UPI di Purwakarta |
| 13 | Roni Kurnia, S.Pd. | 020140119880609101 | Kampus UPI di Serang |
| 14 | Muthia Nurul A'ini, S.Pd | 920241019911102201 | Kampus UPI di Sumedang |
| 15 | Hari Ahmad Zulfikar, S.Pd. | 020241119930411101 | Kampus UPI Tasikmalaya |"
"Siapa yang diangkat sebagai Operator Sistem Informasi Manajemen Kerja Sama di FPSD UPI tahun 2026, dan sejak kapan pengangkatannya berlaku surut?",multi-hop,"Muchamad Djidan Suhardiansyah, S.Sn., berlaku surut sejak tanggal 2 Januari 2026.",46749de3-c99e-491e-ac10-7f79b3ac01c2,"KESATU : Mengangkat Saudara:
Nama : Muchamad Djidan Suhardiansyah, S.Sn.
NIPTT : 020250919981117101
sebagai Operator Sistem Informasi Manajemen Kerja Sama pada Fakultas Pendidikan Seni dan Desain Universitas Pendidikan Indonesia Tahun 2026.
KETIGA : Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan dan berlaku surut sejak tanggal 2 Januari 2026."
Apa fungsi dari Tata Naskah Dinas Elektronik bagi unit kerja di UPI dan di mana ketentuan rincinya dapat ditemukan?,multi-hop,Tata Naskah Dinas Elektronik berfungsi sebagai pedoman bagi unit kerja di lingkungan UPI dalam mengelola naskah dinas elektronik. Ketentuan rincinya tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Rektor ini.,d68df026-8cce-4fb5-9ef3-8e501c1c7980,"Pasal 2

(1) Tata Naskah Dinas Elektronik sebagaimana dimaksud dalam Pasal 1 merupakan pedoman bagi unit kerja di lingkungan Universitas Pendidikan Indonesia dalam mengelola naskah dinas elektronik.

(2) Tata Naskah Dinas Elektronik sebagaimana dimaksud dalam Pasal 1 tercantum dalam La.mpiran yang merupakan bagian yang tidak terpisahkan dengan Peraturan Rektor ini."
"Apa pertimbangan yang mendasari pengangkatan Satuan Kendali Mutu dan Gugus Kendali Mutu di Fakultas Pendidikan Teknik dan Industri, dan dari mana sumber pendanaan honorarium kegiatan mereka?",multi-hop,"Pertimbangannya adalah untuk melaksanakan fungsi, tugas dan wewenang penjaminan mutu pada program studi dan fakultas, serta berdasarkan surat permohonan Dekan. Sumber pendanaannya dibebankan pada RKAT Fakultas Pendidikan Teknik dan Industri Tahun Anggaran 2026.",2abb5393-e103-482e-ae9f-ec455c4e1357,"Menimbang: a. bahwa untuk melaksanakan fungsi, tugas dan wewenang Satuan Kendali Mutu dan Gugus Kendali Mutu sebagai upaya penjaminan mutu pada program studi dan Fakultas Pendidikan Teknik dan Industri, perlu mengangkat Satuan Kendali Mutu dan Gugus Kendali Mutu pada fakultas dimaksud; b. bahwa sesuai Surat Dekan Fakultas Pendidikan Teknik dan Industri Nomor B-76 /UN40.A5/KP.09.00/2026 tanggal 5 Januari 2026 hal Permohonan Penerbitan Surat Keputusan Rektor tentang Satuan Kendali Mutu dan Gugus Kendali Mutu di lingkungan Fakultas Pendidikan Teknik dan Industri Universitas Pendidikan Indonesia Tahun 2026, perlu menetapkan Keputusan Rektor dimaksud;

KEDUA : Honorarium kegiatan sebagaimana dimaksud pada diktum KESATU, dibebankan pada RKAT Fakultas Pendidikan Teknik dan Industri Universitas Pendidikan Indonesia Tahun Anggaran 2026."
Apa tujuan utama UPI menerbitkan Peraturan Rektor Nomor 41 Tahun 2023 berdasarkan pertimbangan yang tercantum di dalamnya?,multi-hop,"Untuk membantu meringankan beban ekonomi keluarga mahasiswa yang tidak mampu dan memastikan pemberian keringanan biaya pendidikan dilaksanakan dengan tertib, efisien, efektif, transparan, dan dapat dipertanggungjawabkan.",546e1960-2a49-4d17-a016-daff4c9e865f,"a. bahwa dalam rangka membantu meringankan beban ekonomi keluarga dari mahasiswa Universitas Pendidikan Indonesia dikarenakan alasan ekonomi, Universitas Pendidikan Indonesia perlu memberikan keringanan pembayaran biaya pendidikan bagi mahasiswa Universitas Pendidikan Indonesia yang berasal dari keluarga yang tidak mampu;
b. bahwa agar pemberian keringanan pembayaran biaya pendidikan sebagaimana dimaksud pada huruf a dapat dilaksanakan dengan tertib, efisien, efektif, transparan, dan dapat dipertanggungjawabkan, perlu mengatur tata cara pelaksanaan pemberian keringanan pembayaran biaya pendidikan;"
"Siapa nama Rektor UPI yang bertindak sebagai Pelindung UKM Ideal Body and Fitness tahun 2026, dan apa nomor surat keputusan yang menetapkan pengurus UKM tersebut?",multi-hop,"Rektor Universitas Pendidikan Indonesia Prof. Dr. H. Didi Sukyadi, M.A. dan nomor keputusannya adalah 1084/UN40.R5/KM.06.01/2026.",e19c35f7-b413-4f75-bb9d-b3bf40e23576,"KEPUTUSAN REKTOR UNIVERSITAS PENDIDIKAN INDONESIA
NOMOR 1084/UN40.R5/KM.06.01/2026
TENTANG
PENGURUS UNIT KEGIATAN MAHASISWA IDEAL AND BODY AND FITNESS
UNIVERSITAS PENDIDIKAN INDONESIA TAHUN 2026
3-
LAMPIRAN KEPUTUSAN REKTOR UNIVERSITAS PENDIDIKAN INDONESIA NOMOR 1084/UN40.R5/KM.06.01/2026 TENTANG PENGURUS UNIT KEGIATAN MAHASISWA IDEAL BODY AND FITNESS UNIVERSITAS PENDIDIKAN INDONESIA TAHUN 2026
SUSUNAN PENGURUS UNIT KEGIATAN MAHASISWA IDEAL BODY AND FITNESS
UNIVERSITAS PENDIDIKAN INDONESIA TAHUN 2026
I. Pelindung
: Rektor Universitas Pendidikan Indonesia Prof. Dr. H. Didi Sukyadi, M.A."
"Siapa yang bertanggung jawab atas pembiayaan kegiatan tim penyusun laporan, dan dari mana sumber anggarannya?",multi-hop,"Penanggung jawab adalah Wakil Rektor Bidang Perencanaan dan Keuangan, dan biaya kegiatan dibebankan pada RKAT Bidang Tugas Wakil Rektor Bidang Perencanaan dan Keuangan UPI Tahun Anggaran 2026.",a69a1c76-8e3f-415d-93d6-bda48fc76f49,Penanggung Jawab : Wakil Rektor Bidang Perencanaan dan Keuangan KEDUA : Biaya kegiatan sebagaimana dimaksud pada diktum KESATU dibebankan pada RKAT Bidang Tugas Wakil Rektor Bidang Perencanaan dan Keuangan UPI Tahun Anggaran 2026.
"Apa dasar hukum yang melatarbelakangi penetapan Keputusan Rektor tentang Operator Aplikasi Umum Bidang Kearsipan Dinamis di UPI tahun 2026, dan dari surat usulan mana keputusan tersebut berasal?",multi-hop,"Dasar hukumnya adalah Undang-Undang Nomor 43 Tahun 2009 tentang Kearsipan dan Peraturan Pemerintah Nomor 28 Tahun 2012 tentang Pelaksanaannya, serta surat usulan dari Kepala Kantor Layanan Umum dan Kesekretariatan UPI Nomor B-20/UN40.I7/KP.09.00/2026 tanggal 5 Februari 2026.",2d9dc051-0932-42f0-8fd7-fdc8d61c2e2a,"a. bahwa sesuai Surat Kepala Kantor Layanan Umum dan Kesekretariatan Universitas Pendidikan Indonesia Nomor B-20/UN40.I7/KP.09.00/2026 tanggal 5 Februari 2026 hal Usulan SK Operator Aplikasi Umum Bidang Kearsipan Dinamis (SRIKANDI), perlu menetapkan Keputusan Rektor dimaksud;

1. Undang-Undang Nomor 43 Tahun 2009 tentang Kearsipan (Lembaran Negara Republik Indonesia Tahun 2009 Nomor 152, Tambahan Lembaran Negara Republik Indonesia Nomor 5071);

3. Peraturan Pemerintah Nomor 28 Tahun 2012 tentang Pelaksanaan Undang-Undang Nomor 43 Tahun 2009 tentang Kearsipan (Lembaran Negara Republik Indonesia Tahun 2012 Nomor 53, Tambahan Lembaran Negara Republik Indonesia Nomor 5286);"
"Apa nomor surat usulan dari Dekan Sekolah Pascasarjana yang menjadi dasar pertimbangan penetapan personalia Komisi Pascasarjana dan P3KI, dan kapan tanggal surat tersebut diterbitkan?",multi-hop,"Nomor B-494/UN40.B/OT.00.01/2026, tanggal 14 Januari 2026.",650846df-dac0-4dfe-860c-9d17088c9937,"Menimbang : a. bahwa sesuai dengan Surat Dekan Sekolah Pascasarjana Nomor B- 494/UN40.B/OT.00.01/2026 tanggal 14 Januari 2026 hal Revisi Usulan Penetapan dan Pengangkatan Personalia Unit Penjaminan Mutu di SPs UPI Tahun 2026, perlu menetapkan Keputusan Rektor dimaksud;

b. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a, perlu menetapkan Keputusan Rektor tentang Personalia Komisi Pascasarjana dan Pusat Pengembangan dan Publikasi Karya Ilmiah Sekolah Pascasarjana Universitas Pendidikan Indonesia Tahun 2026;"
"Siapa saja pejabat yang diangkat sebagai Pengelola Aset Fakultas berdasarkan Keputusan Rektor Nomor 174/UN40/KP.09.00/2025, dan sejak kapan keputusan tersebut berlaku surut?",multi-hop,"Jaka Sintara, A.Md., Riki Rohman, S.Kom, dan Asep Odang. Keputusan Rektor ini berlaku surut sejak 2 Januari 2025.",d2e47bf7-d474-44ab-914a-b45cad6a86f4,"| No. | Nama                     | Jabatan                          |
|-----|--------------------------|----------------------------------|
| 1.  | Prof. Dr. Nina Sutresna, M.Pd. | PPK Pengadaan Barang/Jasa       |
| 2.  | Handi Kusdani, A.Md.     | Pejabat Pengadaan Barang/Jasa   |
| 3.  | Jaka Sintara, A.Md.      | Pengelola Aset Fakultas         |
| 4.  | Riki Rohman, S.Kom       | Pengelola Aset Fakultas         |
| 5.  | Asep Odang               | Pengelola Aset Fakultas         |

KETIGA : Keputusan Rektor ini mulai berlaku pada tanggal ditetapkan dan berlaku surut sejak 2 Januari 2025."
Apa saja pertimbangan yang melatarbelakangi terbitnya Keputusan Rektor Nomor 254/UN40/KP.06.00/2026?,multi-hop,"Pertimbangannya adalah kebutuhan untuk mengelola sistem pengendalian tagihan (SINTAG) di lingkungan UPI dengan mengangkat pengelolanya, adanya surat permohonan pembuatan SK Pengelola Sintag Tahun 2026, dan perlunya menetapkan Keputusan Rektor berdasarkan kedua hal tersebut.",cc865428-3cb9-4fea-aa20-cd560ac62311,"a. bahwa untuk mengelola sistem pengendalian tagihan (SINTAG) di lingkungan Universitas Pendidikan Indonesia perlu mengangkat pengelola sistem pengendalian tagihan dimaksud dengan Keputusan Rektor;

b. bahwa sesuai dengan Surat Nomor 1390/UN40.F3/KU.00.00/2025 tanggal 29 Desember 2025 perihal Permohonan Pembuatan SK Pengelola Sintag Tahun 2026, perlu menetapkan Keputusan Rektor dimaksud;

c. bahwa berdasarkan pertimbangan sebagaimana dimaksud pada huruf a dan huruf b, perlu menetapkan Keputusan Rektor tentang Pengelola Sistem Pengendalian Tagihan Universitas Pendidikan Indonesia Tahun 2026;"
Bagaimana prosedur pengajuan permohonan visa kunjungan wisata ke Indonesia bagi warga negara asing?,out-of-domain,NONE,NONE,NONE
